,article_id,entity_mention,start_offset,end_offset,main_role,fine-grained_roles_1,fine-grained_roles_2,fine-grained_roles_3,origin,article,fine-grained_roles
0,EN_UA_103861.txt,Chinese,791,797,Antagonist,Spy,,,EN/raw-documents/EN_UA_103861.txt,"The World Needs Peacemaker Trump Again 

 by Jeff Crouere, The Liberty Daily:

The world is in total chaos after 39 months of the Biden presidency. The southern border of our country is porous and millions of individuals from around the world have descended on our country.

These “undocumented migrants” include terrorists, drug dealers, and intelligence agents of countries such as our enemy, China. It should alarm every American that 22,233 Chinese nationals have illegally entered the United States since the beginning of the fiscal year in October. If this rate continues, this year’s total will easily top the 24,125 Chinese nationals who illegally entered the country last year.

TRUTH LIVES on at https://sgtreport.tv/

There has been an astounding 6,300% increase in the number of Chinese nationals illegally entering the country in the last few years. Since China is a communist nation, these individuals are not freely traveling to the United States for a “better life.” U.S. Senator Roger Marshall (R-KS) believes the influx is due to “the direction of the CCP (Chinese Communist Party)” and it involves “espionage” as well as “stealing military and economic secrets.”

Last year, China sent a spy balloon over our country, and it was not shot down until it completed its trek across many states. In addition, Chinese investors are buying American farmland for nefarious reasons, and it was confirmed that China operated “police stations” in the United States to monitor their citizens in our country.

China is constantly threatening Taiwan and its other neighbors while building up its military forces. Their proxy state, North Korea, has started regularly testing long-range ballistic missiles that concern their neighboring countries.

Ukraine is in the third year of a bitter war with Russia. Last year, a United States report estimated that the total number of injuries and deaths in the war neared 500,000. There is no end in sight to the war as no peace talks are planned and the United States Congress is on the verge of allocating more military aid to Ukraine.

On October 7, Israel was invaded by Hamas resulting in the death of 1,200 innocent people. It was the deadliest attack on Israel since its founding in 1948. Hamas abducted over 240 hostages and 129 have not been returned home. These hostages either remain in captivity or are already deceased.

As Israel has responded to the Hamas invasion by sending military forces into Gaza, many Democrats have been critical. Sadly, innocent civilians have been killed in the conflict, but how can a nation survive with a terrorist organization operating on its border?

To further strengthen their security, on April 1, Israel bombed the Iranian embassy in Damascus, Syria. Among the seven officials killed in the airstrike were Iranian Brig. Gen. Mohammad Reza Zahedi, who helped plan the October 7 massacre in Israel.

To retaliate for this strike, Iran launched over 300 drones and missiles into Israel on Saturday. Fortunately, almost all the strikes were intercepted by Israeli forces, with help from the United States, Jordan, and other countries.

As the world waits to see if Israeli Prime Minister Benjamin Netanyahu will respond to this attack, the Iranians are continuing to issue threats. In an interview on their state TV network, Iranian Major General Mohammad Bagheri said, “Our response will be much larger than tonight’s military action if Israel retaliates against Iran.”

It is being widely reported by Axios, CNN, and other media outlets that President Joe Biden is urging Netanyahu not to respond and, if he does, the United States will not be involved. This response is disturbing to U.S. Senator Marco Rubio (R-FL), who believes the world is witnessing the most dangerous period for the Middle East since 1973. He said, “What I don’t understand is why Joe Biden and the administration would leak to the media the contents of a conversation in which he tells Netanyahu he doesn’t think that Netanyahu should respond at all. It is the continuing part of the public game they are playing which frankly encourages Iran and Hezbollah.”

Biden has also encouraged Iran by relaxing our economic sanctions, which allowed additional oil revenue to flow into their coffers. This led to their renewed financial support for terrorist organizations like Hamas. Without Iran’s generous backing, Hamas would not have been able to launch their deadly October 7 attack against Israel.

Not content to allow Iran to prosper from oil sales, Biden also released $16 billion in funds for Iran, partially for the return of six American hostages. Terror regimes should never be rewarded for taking hostages, but this is exactly what happened by the Biden administration’s unwise decision.

As the world deals with multiple international wars and unprecedented chaos in the Middle East, it is useful to remember what was happening when Donald Trump was our President.

Read More @ TheLibertyDaily.com",['Spy']
1,EN_UA_103861.txt,China,1516,1520,Antagonist,Instigator,,,EN/raw-documents/EN_UA_103861.txt,"The World Needs Peacemaker Trump Again 

 by Jeff Crouere, The Liberty Daily:

The world is in total chaos after 39 months of the Biden presidency. The southern border of our country is porous and millions of individuals from around the world have descended on our country.

These “undocumented migrants” include terrorists, drug dealers, and intelligence agents of countries such as our enemy, China. It should alarm every American that 22,233 Chinese nationals have illegally entered the United States since the beginning of the fiscal year in October. If this rate continues, this year’s total will easily top the 24,125 Chinese nationals who illegally entered the country last year.

TRUTH LIVES on at https://sgtreport.tv/

There has been an astounding 6,300% increase in the number of Chinese nationals illegally entering the country in the last few years. Since China is a communist nation, these individuals are not freely traveling to the United States for a “better life.” U.S. Senator Roger Marshall (R-KS) believes the influx is due to “the direction of the CCP (Chinese Communist Party)” and it involves “espionage” as well as “stealing military and economic secrets.”

Last year, China sent a spy balloon over our country, and it was not shot down until it completed its trek across many states. In addition, Chinese investors are buying American farmland for nefarious reasons, and it was confirmed that China operated “police stations” in the United States to monitor their citizens in our country.

China is constantly threatening Taiwan and its other neighbors while building up its military forces. Their proxy state, North Korea, has started regularly testing long-range ballistic missiles that concern their neighboring countries.

Ukraine is in the third year of a bitter war with Russia. Last year, a United States report estimated that the total number of injuries and deaths in the war neared 500,000. There is no end in sight to the war as no peace talks are planned and the United States Congress is on the verge of allocating more military aid to Ukraine.

On October 7, Israel was invaded by Hamas resulting in the death of 1,200 innocent people. It was the deadliest attack on Israel since its founding in 1948. Hamas abducted over 240 hostages and 129 have not been returned home. These hostages either remain in captivity or are already deceased.

As Israel has responded to the Hamas invasion by sending military forces into Gaza, many Democrats have been critical. Sadly, innocent civilians have been killed in the conflict, but how can a nation survive with a terrorist organization operating on its border?

To further strengthen their security, on April 1, Israel bombed the Iranian embassy in Damascus, Syria. Among the seven officials killed in the airstrike were Iranian Brig. Gen. Mohammad Reza Zahedi, who helped plan the October 7 massacre in Israel.

To retaliate for this strike, Iran launched over 300 drones and missiles into Israel on Saturday. Fortunately, almost all the strikes were intercepted by Israeli forces, with help from the United States, Jordan, and other countries.

As the world waits to see if Israeli Prime Minister Benjamin Netanyahu will respond to this attack, the Iranians are continuing to issue threats. In an interview on their state TV network, Iranian Major General Mohammad Bagheri said, “Our response will be much larger than tonight’s military action if Israel retaliates against Iran.”

It is being widely reported by Axios, CNN, and other media outlets that President Joe Biden is urging Netanyahu not to respond and, if he does, the United States will not be involved. This response is disturbing to U.S. Senator Marco Rubio (R-FL), who believes the world is witnessing the most dangerous period for the Middle East since 1973. He said, “What I don’t understand is why Joe Biden and the administration would leak to the media the contents of a conversation in which he tells Netanyahu he doesn’t think that Netanyahu should respond at all. It is the continuing part of the public game they are playing which frankly encourages Iran and Hezbollah.”

Biden has also encouraged Iran by relaxing our economic sanctions, which allowed additional oil revenue to flow into their coffers. This led to their renewed financial support for terrorist organizations like Hamas. Without Iran’s generous backing, Hamas would not have been able to launch their deadly October 7 attack against Israel.

Not content to allow Iran to prosper from oil sales, Biden also released $16 billion in funds for Iran, partially for the return of six American hostages. Terror regimes should never be rewarded for taking hostages, but this is exactly what happened by the Biden administration’s unwise decision.

As the world deals with multiple international wars and unprecedented chaos in the Middle East, it is useful to remember what was happening when Donald Trump was our President.

Read More @ TheLibertyDaily.com",['Instigator']
2,EN_UA_103861.txt,Hamas,2121,2125,Antagonist,Terrorist,,,EN/raw-documents/EN_UA_103861.txt,"The World Needs Peacemaker Trump Again 

 by Jeff Crouere, The Liberty Daily:

The world is in total chaos after 39 months of the Biden presidency. The southern border of our country is porous and millions of individuals from around the world have descended on our country.

These “undocumented migrants” include terrorists, drug dealers, and intelligence agents of countries such as our enemy, China. It should alarm every American that 22,233 Chinese nationals have illegally entered the United States since the beginning of the fiscal year in October. If this rate continues, this year’s total will easily top the 24,125 Chinese nationals who illegally entered the country last year.

TRUTH LIVES on at https://sgtreport.tv/

There has been an astounding 6,300% increase in the number of Chinese nationals illegally entering the country in the last few years. Since China is a communist nation, these individuals are not freely traveling to the United States for a “better life.” U.S. Senator Roger Marshall (R-KS) believes the influx is due to “the direction of the CCP (Chinese Communist Party)” and it involves “espionage” as well as “stealing military and economic secrets.”

Last year, China sent a spy balloon over our country, and it was not shot down until it completed its trek across many states. In addition, Chinese investors are buying American farmland for nefarious reasons, and it was confirmed that China operated “police stations” in the United States to monitor their citizens in our country.

China is constantly threatening Taiwan and its other neighbors while building up its military forces. Their proxy state, North Korea, has started regularly testing long-range ballistic missiles that concern their neighboring countries.

Ukraine is in the third year of a bitter war with Russia. Last year, a United States report estimated that the total number of injuries and deaths in the war neared 500,000. There is no end in sight to the war as no peace talks are planned and the United States Congress is on the verge of allocating more military aid to Ukraine.

On October 7, Israel was invaded by Hamas resulting in the death of 1,200 innocent people. It was the deadliest attack on Israel since its founding in 1948. Hamas abducted over 240 hostages and 129 have not been returned home. These hostages either remain in captivity or are already deceased.

As Israel has responded to the Hamas invasion by sending military forces into Gaza, many Democrats have been critical. Sadly, innocent civilians have been killed in the conflict, but how can a nation survive with a terrorist organization operating on its border?

To further strengthen their security, on April 1, Israel bombed the Iranian embassy in Damascus, Syria. Among the seven officials killed in the airstrike were Iranian Brig. Gen. Mohammad Reza Zahedi, who helped plan the October 7 massacre in Israel.

To retaliate for this strike, Iran launched over 300 drones and missiles into Israel on Saturday. Fortunately, almost all the strikes were intercepted by Israeli forces, with help from the United States, Jordan, and other countries.

As the world waits to see if Israeli Prime Minister Benjamin Netanyahu will respond to this attack, the Iranians are continuing to issue threats. In an interview on their state TV network, Iranian Major General Mohammad Bagheri said, “Our response will be much larger than tonight’s military action if Israel retaliates against Iran.”

It is being widely reported by Axios, CNN, and other media outlets that President Joe Biden is urging Netanyahu not to respond and, if he does, the United States will not be involved. This response is disturbing to U.S. Senator Marco Rubio (R-FL), who believes the world is witnessing the most dangerous period for the Middle East since 1973. He said, “What I don’t understand is why Joe Biden and the administration would leak to the media the contents of a conversation in which he tells Netanyahu he doesn’t think that Netanyahu should respond at all. It is the continuing part of the public game they are playing which frankly encourages Iran and Hezbollah.”

Biden has also encouraged Iran by relaxing our economic sanctions, which allowed additional oil revenue to flow into their coffers. This led to their renewed financial support for terrorist organizations like Hamas. Without Iran’s generous backing, Hamas would not have been able to launch their deadly October 7 attack against Israel.

Not content to allow Iran to prosper from oil sales, Biden also released $16 billion in funds for Iran, partially for the return of six American hostages. Terror regimes should never be rewarded for taking hostages, but this is exactly what happened by the Biden administration’s unwise decision.

As the world deals with multiple international wars and unprecedented chaos in the Middle East, it is useful to remember what was happening when Donald Trump was our President.

Read More @ TheLibertyDaily.com",['Terrorist']
3,EN_UA_103861.txt,Donald Trump,4909,4920,Protagonist,Peacemaker,Guardian,,EN/raw-documents/EN_UA_103861.txt,"The World Needs Peacemaker Trump Again 

 by Jeff Crouere, The Liberty Daily:

The world is in total chaos after 39 months of the Biden presidency. The southern border of our country is porous and millions of individuals from around the world have descended on our country.

These “undocumented migrants” include terrorists, drug dealers, and intelligence agents of countries such as our enemy, China. It should alarm every American that 22,233 Chinese nationals have illegally entered the United States since the beginning of the fiscal year in October. If this rate continues, this year’s total will easily top the 24,125 Chinese nationals who illegally entered the country last year.

TRUTH LIVES on at https://sgtreport.tv/

There has been an astounding 6,300% increase in the number of Chinese nationals illegally entering the country in the last few years. Since China is a communist nation, these individuals are not freely traveling to the United States for a “better life.” U.S. Senator Roger Marshall (R-KS) believes the influx is due to “the direction of the CCP (Chinese Communist Party)” and it involves “espionage” as well as “stealing military and economic secrets.”

Last year, China sent a spy balloon over our country, and it was not shot down until it completed its trek across many states. In addition, Chinese investors are buying American farmland for nefarious reasons, and it was confirmed that China operated “police stations” in the United States to monitor their citizens in our country.

China is constantly threatening Taiwan and its other neighbors while building up its military forces. Their proxy state, North Korea, has started regularly testing long-range ballistic missiles that concern their neighboring countries.

Ukraine is in the third year of a bitter war with Russia. Last year, a United States report estimated that the total number of injuries and deaths in the war neared 500,000. There is no end in sight to the war as no peace talks are planned and the United States Congress is on the verge of allocating more military aid to Ukraine.

On October 7, Israel was invaded by Hamas resulting in the death of 1,200 innocent people. It was the deadliest attack on Israel since its founding in 1948. Hamas abducted over 240 hostages and 129 have not been returned home. These hostages either remain in captivity or are already deceased.

As Israel has responded to the Hamas invasion by sending military forces into Gaza, many Democrats have been critical. Sadly, innocent civilians have been killed in the conflict, but how can a nation survive with a terrorist organization operating on its border?

To further strengthen their security, on April 1, Israel bombed the Iranian embassy in Damascus, Syria. Among the seven officials killed in the airstrike were Iranian Brig. Gen. Mohammad Reza Zahedi, who helped plan the October 7 massacre in Israel.

To retaliate for this strike, Iran launched over 300 drones and missiles into Israel on Saturday. Fortunately, almost all the strikes were intercepted by Israeli forces, with help from the United States, Jordan, and other countries.

As the world waits to see if Israeli Prime Minister Benjamin Netanyahu will respond to this attack, the Iranians are continuing to issue threats. In an interview on their state TV network, Iranian Major General Mohammad Bagheri said, “Our response will be much larger than tonight’s military action if Israel retaliates against Iran.”

It is being widely reported by Axios, CNN, and other media outlets that President Joe Biden is urging Netanyahu not to respond and, if he does, the United States will not be involved. This response is disturbing to U.S. Senator Marco Rubio (R-FL), who believes the world is witnessing the most dangerous period for the Middle East since 1973. He said, “What I don’t understand is why Joe Biden and the administration would leak to the media the contents of a conversation in which he tells Netanyahu he doesn’t think that Netanyahu should respond at all. It is the continuing part of the public game they are playing which frankly encourages Iran and Hezbollah.”

Biden has also encouraged Iran by relaxing our economic sanctions, which allowed additional oil revenue to flow into their coffers. This led to their renewed financial support for terrorist organizations like Hamas. Without Iran’s generous backing, Hamas would not have been able to launch their deadly October 7 attack against Israel.

Not content to allow Iran to prosper from oil sales, Biden also released $16 billion in funds for Iran, partially for the return of six American hostages. Terror regimes should never be rewarded for taking hostages, but this is exactly what happened by the Biden administration’s unwise decision.

As the world deals with multiple international wars and unprecedented chaos in the Middle East, it is useful to remember what was happening when Donald Trump was our President.

Read More @ TheLibertyDaily.com","['Peacemaker', 'Guardian']"
4,EN_UA_021270.txt,Yermak,667,672,Antagonist,Incompetent,,,EN/raw-documents/EN_UA_021270.txt,"Ukraine's Fate Will Be Decided In Coming Year, Top Zelensky Aide Admits 

 Ukraine's Fate Will Be Decided In Coming Year, Top Zelensky Aide Admits

In surprisingly blunt words, a top aide to Ukrainian President Volodymyr Zelensky has warned that the coming year will essentially decide the fate of Ukraine and its war with Russia.

""A turning point in the war is approaching,"" Andrii Yermak, who serves as chief of staff for the Office of the President of Ukraine, said Monday. ""The next year will be decisive in this regard."" He issued the words while appealing for more urgent aid from Washington in an address to the hawkish DC-based Hudson Institute think tank.

Yermak sought to assure the audience that Zelensky has ""a clear plan"" forward even as Western media has by and large soured on Kiev's prospects for success. Much of this is about Zelensky sending envoys to do damage control in Washington at a moment the US administration's focus is off Ukraine and on Gaza events instead.

He described advancing plans for ""the development of our defense industry, and the deploying of our own arms production. But [that] will be later.""

But he quickly pivoted to an immediate need for more ""weapons right now""--describing that ""Russia still has air superiority. It is still capable of producing missiles, doing evasion of sanctions…And we especially need air defense systems.""

Without doubt, the Zelensky admin is in damage control after eyebrow-raising comments were issued to The Economist early this month by Ukraine's top commander, who admitted there will be no breakthrough and the battlefield situation is in a stalemate. The New York Times had characterized his remarks as ""the first time a top Ukrainian commander said the fighting had reached an impasse.""

So now Zelensky appears to be dispatching his envoys to calm Washington jitters over all the ""bad news"" of late out of Ukraine.

Yermak also sought to assure the Hudson Institute conference that more billions given to Ukraine won't be ""charity"" but is instead an ""investment"" in America's ""global leadership.""

He further emphasized Zelensky's continued rejection of ceasefire talks with Russia, unless it's purely on Kiev's terms. ""We seek peace, but not just any peace. In our case, ending the war through compromise is nothing more than pausing it. Ukraine will not repeat the mistake of Minsk,"" Yermak said.

Watch the full Hudson Institute speech below:",['Incompetent']
5,EN_UA_021270.txt,Zelensky,846,853,Antagonist,Incompetent,,,EN/raw-documents/EN_UA_021270.txt,"Ukraine's Fate Will Be Decided In Coming Year, Top Zelensky Aide Admits 

 Ukraine's Fate Will Be Decided In Coming Year, Top Zelensky Aide Admits

In surprisingly blunt words, a top aide to Ukrainian President Volodymyr Zelensky has warned that the coming year will essentially decide the fate of Ukraine and its war with Russia.

""A turning point in the war is approaching,"" Andrii Yermak, who serves as chief of staff for the Office of the President of Ukraine, said Monday. ""The next year will be decisive in this regard."" He issued the words while appealing for more urgent aid from Washington in an address to the hawkish DC-based Hudson Institute think tank.

Yermak sought to assure the audience that Zelensky has ""a clear plan"" forward even as Western media has by and large soured on Kiev's prospects for success. Much of this is about Zelensky sending envoys to do damage control in Washington at a moment the US administration's focus is off Ukraine and on Gaza events instead.

He described advancing plans for ""the development of our defense industry, and the deploying of our own arms production. But [that] will be later.""

But he quickly pivoted to an immediate need for more ""weapons right now""--describing that ""Russia still has air superiority. It is still capable of producing missiles, doing evasion of sanctions…And we especially need air defense systems.""

Without doubt, the Zelensky admin is in damage control after eyebrow-raising comments were issued to The Economist early this month by Ukraine's top commander, who admitted there will be no breakthrough and the battlefield situation is in a stalemate. The New York Times had characterized his remarks as ""the first time a top Ukrainian commander said the fighting had reached an impasse.""

So now Zelensky appears to be dispatching his envoys to calm Washington jitters over all the ""bad news"" of late out of Ukraine.

Yermak also sought to assure the Hudson Institute conference that more billions given to Ukraine won't be ""charity"" but is instead an ""investment"" in America's ""global leadership.""

He further emphasized Zelensky's continued rejection of ceasefire talks with Russia, unless it's purely on Kiev's terms. ""We seek peace, but not just any peace. In our case, ending the war through compromise is nothing more than pausing it. Ukraine will not repeat the mistake of Minsk,"" Yermak said.

Watch the full Hudson Institute speech below:",['Incompetent']
6,EN_UA_021270.txt,Zelensky admin,1400,1413,Antagonist,Incompetent,,,EN/raw-documents/EN_UA_021270.txt,"Ukraine's Fate Will Be Decided In Coming Year, Top Zelensky Aide Admits 

 Ukraine's Fate Will Be Decided In Coming Year, Top Zelensky Aide Admits

In surprisingly blunt words, a top aide to Ukrainian President Volodymyr Zelensky has warned that the coming year will essentially decide the fate of Ukraine and its war with Russia.

""A turning point in the war is approaching,"" Andrii Yermak, who serves as chief of staff for the Office of the President of Ukraine, said Monday. ""The next year will be decisive in this regard."" He issued the words while appealing for more urgent aid from Washington in an address to the hawkish DC-based Hudson Institute think tank.

Yermak sought to assure the audience that Zelensky has ""a clear plan"" forward even as Western media has by and large soured on Kiev's prospects for success. Much of this is about Zelensky sending envoys to do damage control in Washington at a moment the US administration's focus is off Ukraine and on Gaza events instead.

He described advancing plans for ""the development of our defense industry, and the deploying of our own arms production. But [that] will be later.""

But he quickly pivoted to an immediate need for more ""weapons right now""--describing that ""Russia still has air superiority. It is still capable of producing missiles, doing evasion of sanctions…And we especially need air defense systems.""

Without doubt, the Zelensky admin is in damage control after eyebrow-raising comments were issued to The Economist early this month by Ukraine's top commander, who admitted there will be no breakthrough and the battlefield situation is in a stalemate. The New York Times had characterized his remarks as ""the first time a top Ukrainian commander said the fighting had reached an impasse.""

So now Zelensky appears to be dispatching his envoys to calm Washington jitters over all the ""bad news"" of late out of Ukraine.

Yermak also sought to assure the Hudson Institute conference that more billions given to Ukraine won't be ""charity"" but is instead an ""investment"" in America's ""global leadership.""

He further emphasized Zelensky's continued rejection of ceasefire talks with Russia, unless it's purely on Kiev's terms. ""We seek peace, but not just any peace. In our case, ending the war through compromise is nothing more than pausing it. Ukraine will not repeat the mistake of Minsk,"" Yermak said.

Watch the full Hudson Institute speech below:",['Incompetent']
7,EN_UA_021270.txt,Yermak,1900,1905,Antagonist,Traitor,,,EN/raw-documents/EN_UA_021270.txt,"Ukraine's Fate Will Be Decided In Coming Year, Top Zelensky Aide Admits 

 Ukraine's Fate Will Be Decided In Coming Year, Top Zelensky Aide Admits

In surprisingly blunt words, a top aide to Ukrainian President Volodymyr Zelensky has warned that the coming year will essentially decide the fate of Ukraine and its war with Russia.

""A turning point in the war is approaching,"" Andrii Yermak, who serves as chief of staff for the Office of the President of Ukraine, said Monday. ""The next year will be decisive in this regard."" He issued the words while appealing for more urgent aid from Washington in an address to the hawkish DC-based Hudson Institute think tank.

Yermak sought to assure the audience that Zelensky has ""a clear plan"" forward even as Western media has by and large soured on Kiev's prospects for success. Much of this is about Zelensky sending envoys to do damage control in Washington at a moment the US administration's focus is off Ukraine and on Gaza events instead.

He described advancing plans for ""the development of our defense industry, and the deploying of our own arms production. But [that] will be later.""

But he quickly pivoted to an immediate need for more ""weapons right now""--describing that ""Russia still has air superiority. It is still capable of producing missiles, doing evasion of sanctions…And we especially need air defense systems.""

Without doubt, the Zelensky admin is in damage control after eyebrow-raising comments were issued to The Economist early this month by Ukraine's top commander, who admitted there will be no breakthrough and the battlefield situation is in a stalemate. The New York Times had characterized his remarks as ""the first time a top Ukrainian commander said the fighting had reached an impasse.""

So now Zelensky appears to be dispatching his envoys to calm Washington jitters over all the ""bad news"" of late out of Ukraine.

Yermak also sought to assure the Hudson Institute conference that more billions given to Ukraine won't be ""charity"" but is instead an ""investment"" in America's ""global leadership.""

He further emphasized Zelensky's continued rejection of ceasefire talks with Russia, unless it's purely on Kiev's terms. ""We seek peace, but not just any peace. In our case, ending the war through compromise is nothing more than pausing it. Ukraine will not repeat the mistake of Minsk,"" Yermak said.

Watch the full Hudson Institute speech below:",['Traitor']
8,EN_UA_021270.txt,Zelensky's,2104,2113,Antagonist,Bigot,,,EN/raw-documents/EN_UA_021270.txt,"Ukraine's Fate Will Be Decided In Coming Year, Top Zelensky Aide Admits 

 Ukraine's Fate Will Be Decided In Coming Year, Top Zelensky Aide Admits

In surprisingly blunt words, a top aide to Ukrainian President Volodymyr Zelensky has warned that the coming year will essentially decide the fate of Ukraine and its war with Russia.

""A turning point in the war is approaching,"" Andrii Yermak, who serves as chief of staff for the Office of the President of Ukraine, said Monday. ""The next year will be decisive in this regard."" He issued the words while appealing for more urgent aid from Washington in an address to the hawkish DC-based Hudson Institute think tank.

Yermak sought to assure the audience that Zelensky has ""a clear plan"" forward even as Western media has by and large soured on Kiev's prospects for success. Much of this is about Zelensky sending envoys to do damage control in Washington at a moment the US administration's focus is off Ukraine and on Gaza events instead.

He described advancing plans for ""the development of our defense industry, and the deploying of our own arms production. But [that] will be later.""

But he quickly pivoted to an immediate need for more ""weapons right now""--describing that ""Russia still has air superiority. It is still capable of producing missiles, doing evasion of sanctions…And we especially need air defense systems.""

Without doubt, the Zelensky admin is in damage control after eyebrow-raising comments were issued to The Economist early this month by Ukraine's top commander, who admitted there will be no breakthrough and the battlefield situation is in a stalemate. The New York Times had characterized his remarks as ""the first time a top Ukrainian commander said the fighting had reached an impasse.""

So now Zelensky appears to be dispatching his envoys to calm Washington jitters over all the ""bad news"" of late out of Ukraine.

Yermak also sought to assure the Hudson Institute conference that more billions given to Ukraine won't be ""charity"" but is instead an ""investment"" in America's ""global leadership.""

He further emphasized Zelensky's continued rejection of ceasefire talks with Russia, unless it's purely on Kiev's terms. ""We seek peace, but not just any peace. In our case, ending the war through compromise is nothing more than pausing it. Ukraine will not repeat the mistake of Minsk,"" Yermak said.

Watch the full Hudson Institute speech below:",['Bigot']
9,EN_UA_103403.txt,Moscow,2007,2012,Antagonist,Instigator,,,EN/raw-documents/EN_UA_103403.txt,"Russia Stages Major Airstrike on Ukraine; One Missile Enters Polish Airspace 

 KYIV—Russia struck critical infrastructure in Ukraine’s western region of Lviv with missiles early on March 24, Kyiv said, in a major airstrike that saw one Russian cruise missile briefly fly into Polish airspace, according to Warsaw.

Moscow launched 57 missiles and drones in the attack that also targeted Kyiv, two days after the largest aerial bombardment of Ukraine’s energy system in more than two years of full-scale war, Kyiv said.

“There were two preliminary hits on the same critical infrastructure facility that the occupiers targeted at night,” Lviv’s regional governor, Maksym Kozytskyi, wrote on the Telegram messaging app.

The strike used Kinzhal hypersonic missiles, which are harder to shoot down, he added, without identifying the facility.

The energy ministry said equipment caught fire when a critical energy facility in the Lviv region was attacked, causing it to lose power. It was unclear whether they were talking about the same facility.

Air defences destroyed 18 of 29 inbound missiles and 25 of 28 attack drones, the Ukranian air force said.

There were almost no details about what had been damaged, but the targeting of critical infrastructure could indicate that Russia is trying to keep up pressure on the energy system after its strikes caused widespread blackouts on March 22.

The energy ministry said that Ukraine, which has been exporting power in recent weeks, had sharply increased imports of electricity and stopped exports on March 24 after attacks on the energy system.

Several explosions rang out in Kyiv in the early hours as air defences destroyed about a dozen missiles over the capital and in its vicinity, according to Serhiy Popko, head of Kyiv’s military administration.

There was only minor damage from the attack, he said.

Small groups of people huddled for safety underground in a central Kyiv metro station in the early hours, some of them sleeping on camping mats.

Moscow has been pounding Ukraine for days in attacks portrayed by Moscow as revenge for Ukrainian attacks that were conducted during Russia’s presidential election.

The wreckage of a downed Kh-55 cruise missile was found in a Kyiv park, officials said.

“For the third pre-dawn morning this week, all of Ukraine is under an air alert and has been advised to seek shelter,” U.S. Ambassador Bridget Brink posted on social media platform X.

Polish AirspacePoland’s armed forces said a Russian cruise missile launched at the region of Lviv had violated Poland’s airspace.

“The object entered Polish space near the town of Oserdow [Lublin Voivodeship] and stayed there for 39 seconds,” it said on X. “During the entire flight, it was observed by military radar systems.”

Poland’s army spokesperson, Jacek Goryszewski, told reporters that the missile travelled about 2 kilometers (1.2 miles) into Polish airspace before returning to Ukraine.

There was no immediate comment from Russia. Warsaw said it would demand an explanation from Moscow.

Polish Defense Minister Wladyslaw Kosiniak-Kamysz said Warsaw would continue to support Ukraine both militarily and on the humanitarian side.",['Instigator']
